Time,CPU(%),RAM(MB)
2025-12-03 20:58:31,0.0,51.1
2025-12-03 20:58:37,14.3,51.2
2025-12-03 20:58:42,0.0,51.2
2025-12-03 20:58:47,0.0,51.2
2025-12-03 20:58:52,0.0,51.2
2025-12-03 20:58:57,0.0,51.2
2025-12-03 20:59:02,0.0,51.2
2025-12-03 20:59:07,0.0,51.2
2025-12-03 20:59:12,0.0,51.2
2025-12-03 20:59:17,0.0,51.2
2025-12-03 20:59:23,0.0,51.2
2025-12-03 20:59:28,0.0,51.2
2025-12-03 20:59:33,0.0,51.1
2025-12-03 20:59:38,0.0,51.1
2025-12-03 20:59:43,0.0,51.1
2025-12-03 20:59:48,0.0,51.1
2025-12-03 20:59:53,0.0,51.1
2025-12-03 20:59:58,0.0,51.1
2025-12-03 21:00:03,0.0,51.2
2025-12-03 21:00:09,0.0,51.2
2025-12-03 21:00:14,0.0,51.2
2025-12-03 21:00:19,0.0,51.2
2025-12-03 21:00:24,0.0,51.2
2025-12-03 21:00:29,0.0,51.2
2025-12-03 21:00:34,0.0,51.2
2025-12-03 21:00:39,0.0,51.2
2025-12-03 21:00:44,0.0,51.2
2025-12-03 21:00:49,0.0,51.2
2025-12-03 21:00:55,0.0,51.2
2025-12-03 21:01:00,0.0,51.2
2025-12-03 21:01:05,0.0,51.2
2025-12-03 21:01:10,0.0,51.2
2025-12-03 21:01:15,0.0,51.2
2025-12-03 21:01:20,0.0,51.2
2025-12-03 21:01:25,0.0,51.2
2025-12-03 21:01:30,0.0,51.2
2025-12-03 21:01:35,0.0,51.2
2025-12-03 21:01:41,0.0,51.2
2025-12-03 21:01:46,0.0,51.2
2025-12-03 21:01:51,0.0,51.2
2025-12-03 21:01:56,0.0,51.2
2025-12-03 21:02:01,0.0,51.2
2025-12-03 21:02:06,0.0,51.2
2025-12-03 21:02:11,0.0,51.2
2025-12-03 21:02:16,0.0,51.3
2025-12-03 21:02:21,0.0,51.4
2025-12-03 21:02:27,0.0,51.4
2025-12-03 21:02:32,0.0,51.4
2025-12-03 21:02:37,0.0,51.4
2025-12-03 21:02:42,14.2,51.5
2025-12-03 21:02:47,66.5,51.4
2025-12-03 21:02:52,0.0,51.5
2025-12-03 21:02:57,0.0,51.5
2025-12-03 21:03:02,0.0,51.5
2025-12-03 21:03:07,0.0,51.5
2025-12-03 21:03:13,0.0,51.5
2025-12-03 21:03:18,0.0,51.5
2025-12-03 21:03:23,0.0,51.5
2025-12-03 21:03:28,0.0,51.5
2025-12-03 21:03:33,0.0,51.5
2025-12-03 21:03:38,0.0,51.5
2025-12-03 21:03:43,0.0,51.5
2025-12-03 21:03:48,16.6,51.6
2025-12-03 21:03:53,0.0,51.6
2025-12-03 21:03:59,16.6,51.6
2025-12-03 21:04:04,0.0,51.6
2025-12-03 21:04:09,0.0,51.6
2025-12-03 21:04:14,33.2,51.6
2025-12-03 21:04:19,0.0,51.6
2025-12-03 21:04:24,0.0,51.6
2025-12-03 21:04:29,0.0,51.6
2025-12-03 21:04:34,0.0,51.6
2025-12-03 21:04:39,0.0,51.6
2025-12-03 21:04:45,0.0,51.6
2025-12-03 21:04:50,0.0,51.6
2025-12-03 21:04:55,0.0,51.6
2025-12-03 21:05:00,0.0,51.6
2025-12-03 21:05:05,0.0,51.6
2025-12-03 21:05:10,0.0,51.6
2025-12-03 21:05:15,0.0,51.6
2025-12-03 21:05:21,0.0,51.6
2025-12-03 21:05:26,0.0,51.6
2025-12-03 21:05:31,0.0,51.6
2025-12-03 21:05:36,0.0,51.6
2025-12-03 21:05:41,0.0,51.6
2025-12-03 21:05:46,0.0,51.6
2025-12-03 21:05:51,0.0,51.6
2025-12-03 21:05:56,0.0,51.6
2025-12-03 21:06:01,0.0,51.6
2025-12-03 21:06:07,0.0,51.7
2025-12-03 21:06:12,0.0,51.6
2025-12-03 21:06:17,0.0,51.6
2025-12-03 21:06:22,33.2,51.7
2025-12-03 21:06:27,0.0,51.7
2025-12-03 21:06:32,0.0,51.7
2025-12-03 21:06:37,0.0,51.7
2025-12-03 21:06:42,0.0,50.7
2025-12-03 21:06:47,0.0,50.7
2025-12-03 21:06:53,0.0,50.7
2025-12-03 21:06:58,0.0,50.7
2025-12-03 21:07:03,0.0,50.7
2025-12-03 21:07:08,0.0,50.7
2025-12-03 21:07:13,0.0,50.7
2025-12-03 21:07:18,0.0,50.7
2025-12-03 21:07:23,0.0,50.7
2025-12-03 21:07:28,0.0,50.7
2025-12-03 21:07:33,0.0,50.7
2025-12-03 21:07:39,0.0,50.7
2025-12-03 21:07:44,0.0,50.7
2025-12-03 21:07:49,0.0,50.7
2025-12-03 21:07:54,0.0,50.7
2025-12-03 21:07:59,0.0,50.7
2025-12-03 21:08:04,0.0,50.7
2025-12-03 21:08:09,0.0,50.7
2025-12-03 21:08:14,0.0,50.7
2025-12-03 21:08:19,0.0,50.7
2025-12-03 21:08:25,0.0,50.7
2025-12-03 21:08:30,0.0,50.7
2025-12-03 21:08:35,0.0,50.7
2025-12-03 21:08:40,16.8,50.7
2025-12-03 21:08:45,0.0,50.7
2025-12-03 21:08:50,0.0,50.7
2025-12-03 21:08:55,0.0,50.7
2025-12-03 21:09:00,0.0,50.7
2025-12-03 21:09:05,0.0,50.7
2025-12-03 21:09:11,0.0,50.7
2025-12-03 21:09:16,0.0,50.7
2025-12-03 21:10:17,0.0,49.9
2025-12-03 21:10:22,0.0,49.9
2025-12-03 21:10:27,0.0,49.9
2025-12-03 21:10:32,0.0,51.1
2025-12-03 21:10:37,0.0,51.2
2025-12-03 21:10:42,0.0,51.3
2025-12-03 21:10:48,0.0,51.3
2025-12-03 21:10:53,0.0,51.3
2025-12-03 21:10:58,0.0,51.3
2025-12-03 21:11:03,0.0,51.4
2025-12-03 21:11:08,0.0,51.4
2025-12-03 21:11:13,0.0,51.4
2025-12-03 21:11:18,0.0,51.4
2025-12-03 21:11:23,0.0,51.4
2025-12-03 21:11:28,0.0,51.4
2025-12-03 21:11:34,0.0,51.4
2025-12-03 21:11:39,28.7,51.4
2025-12-03 21:11:44,0.0,51.4
2025-12-03 21:11:49,0.0,51.4
2025-12-03 21:11:54,0.0,51.4
2025-12-03 21:11:59,0.0,51.4
2025-12-03 21:12:04,0.0,51.4
2025-12-03 21:12:09,0.0,51.4
2025-12-03 21:12:14,0.0,51.4
2025-12-03 21:12:20,0.0,51.4
2025-12-03 21:12:25,0.0,51.4
2025-12-03 21:12:30,0.0,51.4
2025-12-03 21:12:35,0.0,51.4
2025-12-03 21:12:40,0.0,51.4
2025-12-03 21:12:45,0.0,51.4
2025-12-03 21:12:50,0.0,51.4
2025-12-03 21:12:55,0.0,51.4
2025-12-03 21:13:00,0.0,51.4
2025-12-03 21:13:06,0.0,51.4
2025-12-03 21:13:11,0.0,51.4
2025-12-03 21:13:16,0.0,51.4
2025-12-03 21:13:21,0.0,51.4
2025-12-03 21:13:26,0.0,51.4
2025-12-03 21:13:31,0.0,51.4
2025-12-03 21:13:36,0.0,51.5
2025-12-03 21:13:41,0.0,51.5
2025-12-03 21:13:46,0.0,51.5
2025-12-03 21:13:52,0.0,51.5
2025-12-03 21:13:57,0.0,51.5
2025-12-03 21:14:02,0.0,51.5
2025-12-03 21:14:07,0.0,51.5
2025-12-03 21:14:12,0.0,51.5
2025-12-03 21:14:17,0.0,50.7
2025-12-03 21:14:22,0.0,50.7
2025-12-03 21:14:27,0.0,50.7
2025-12-03 21:14:33,0.0,50.7
2025-12-03 21:14:38,0.0,50.7
2025-12-03 21:14:43,28.4,50.7
2025-12-03 21:14:48,0.0,50.7
2025-12-03 21:14:53,0.0,50.7
2025-12-03 21:14:58,16.6,50.7
2025-12-03 21:22:55,0.0,49.9
2025-12-03 21:23:01,0.0,49.9
2025-12-03 21:23:06,0.0,49.9
2025-12-03 21:23:11,0.0,51.1
2025-12-03 21:23:16,0.0,51.2
2025-12-03 21:23:21,0.0,51.4
2025-12-03 21:23:26,0.0,51.4
2025-12-03 21:23:31,0.0,51.5
2025-12-03 21:23:36,0.0,51.5
2025-12-03 21:23:41,0.0,51.5
2025-12-03 21:23:47,0.0,51.5
2025-12-03 21:23:52,0.0,51.5
2025-12-03 21:23:57,0.0,51.5
2025-12-03 21:24:02,0.0,51.5
2025-12-03 21:24:07,0.0,51.5
2025-12-03 21:24:12,0.0,51.5
2025-12-03 21:24:17,0.0,51.5
2025-12-03 21:24:22,0.0,51.5
2025-12-03 21:24:28,0.0,51.5
2025-12-03 21:24:33,0.0,51.5
2025-12-03 21:24:38,0.0,51.5
2025-12-03 21:24:43,0.0,51.5
2025-12-03 21:24:48,0.0,51.5
2025-12-03 21:24:53,0.0,51.5
2025-12-03 21:24:58,0.0,51.5
2025-12-03 21:25:03,0.0,51.5
2025-12-03 21:25:08,0.0,51.4
2025-12-03 21:25:14,0.0,51.4
2025-12-03 21:25:19,0.0,51.4
2025-12-03 21:25:24,0.0,51.4
2025-12-03 21:25:29,0.0,51.5
2025-12-03 21:25:34,16.6,51.5
2025-12-03 21:25:39,0.0,51.5
2025-12-03 21:25:44,16.8,51.5
2025-12-03 21:25:49,0.0,51.5
2025-12-03 21:25:54,0.0,51.5
2025-12-03 21:26:00,0.0,51.6
2025-12-03 21:26:05,0.0,51.6
2025-12-03 21:26:10,0.0,51.6
2025-12-03 21:26:15,0.0,51.6
2025-12-03 21:26:20,0.0,51.6
2025-12-03 21:26:25,0.0,51.6
2025-12-03 21:26:30,0.0,51.6
2025-12-03 21:26:35,0.0,51.6
2025-12-03 21:26:40,0.0,51.6
2025-12-03 21:26:46,0.0,51.6
2025-12-03 21:26:51,0.0,51.6
2025-12-03 21:26:56,0.0,51.6
2025-12-03 21:27:01,0.0,51.6
2025-12-03 21:27:06,0.0,51.6
2025-12-03 21:27:11,0.0,51.6
2025-12-03 21:27:16,0.0,51.6
2025-12-03 21:27:21,0.0,51.6
2025-12-03 21:27:26,0.0,51.6
2025-12-03 21:27:32,0.0,51.6
2025-12-03 21:27:37,0.0,51.6
2025-12-03 21:27:42,0.0,51.7
2025-12-03 21:27:47,57.3,51.7
2025-12-03 21:27:52,0.0,51.8
2025-12-03 21:27:57,14.3,51.8
2025-12-03 21:28:02,0.0,51.8
2025-12-03 21:28:07,33.2,51.8
2025-12-03 21:28:12,0.0,51.8
2025-12-03 21:28:18,0.0,51.8
2025-12-03 21:28:23,0.0,51.8
2025-12-03 21:31:38,0.0,49.9
2025-12-03 21:31:43,0.0,50.9
2025-12-03 21:31:48,0.0,51.0
2025-12-03 21:31:53,0.0,51.1
2025-12-03 21:31:58,0.0,51.1
2025-12-03 21:32:03,0.0,51.2
2025-12-03 21:32:08,0.0,51.2
2025-12-03 21:32:13,0.0,51.3
2025-12-03 21:32:19,0.0,51.4
2025-12-03 21:32:24,0.0,51.6
2025-12-03 21:32:29,16.8,51.6
2025-12-03 21:32:34,16.6,51.6
2025-12-03 21:32:39,0.0,51.6
2025-12-03 21:32:44,0.0,51.6
2025-12-03 21:32:49,0.0,51.6
2025-12-03 21:32:54,16.6,51.7
2025-12-03 21:33:00,0.0,51.7
2025-12-03 21:33:05,0.0,51.7
2025-12-03 21:33:10,0.0,51.7
2025-12-03 21:33:15,0.0,51.7
2025-12-03 21:33:20,0.0,51.7
2025-12-03 21:33:25,0.0,51.7
2025-12-03 21:33:30,0.0,51.7
2025-12-03 21:33:35,0.0,51.7
2025-12-03 21:33:40,0.0,51.7
2025-12-03 21:33:46,0.0,51.7
2025-12-03 21:52:56,0.0,0.0
2025-12-03 21:53:01,0.0,0.0
2025-12-03 21:57:50,0.0,50.1
2025-12-03 21:57:55,0.0,51.2
2025-12-03 21:58:00,0.0,51.4
2025-12-03 21:58:05,0.0,51.4
2025-12-03 21:58:10,0.0,51.4
2025-12-03 21:58:15,0.0,51.5
2025-12-03 21:58:20,0.0,51.5
2025-12-03 21:58:26,0.0,51.5
2025-12-03 21:58:31,0.0,51.5
2025-12-03 21:58:36,0.0,51.5
2025-12-03 21:58:41,0.0,51.5
2025-12-03 21:58:46,0.0,51.4
2025-12-03 21:58:51,0.0,51.5
2025-12-03 21:58:56,0.0,51.5
2025-12-03 21:59:01,0.0,51.5
2025-12-03 21:59:06,0.0,51.5
2025-12-03 21:59:12,0.0,51.5
2025-12-03 21:59:17,0.0,51.5
2025-12-03 21:59:22,0.0,51.5
2025-12-03 21:59:27,14.3,51.5
2025-12-03 21:59:32,0.0,51.6
2025-12-03 21:59:37,0.0,51.6
2025-12-03 21:59:42,0.0,51.6
2025-12-03 21:59:47,0.0,51.7
2025-12-03 21:59:52,16.8,51.7
2025-12-03 21:59:58,0.0,51.7
2025-12-03 22:00:03,0.0,51.6
2025-12-03 22:00:08,0.0,51.6
2025-12-03 22:00:13,0.0,51.6
2025-12-03 22:00:18,0.0,51.6
2025-12-03 22:00:23,0.0,51.6
2025-12-03 22:00:28,0.0,51.6
2025-12-03 22:00:33,0.0,51.6
2025-12-03 22:00:38,0.0,51.6
2025-12-03 22:00:44,0.0,51.6
2025-12-03 22:00:49,0.0,51.6
2025-12-03 22:00:54,0.0,51.6
2025-12-03 22:00:59,0.0,51.6
2025-12-03 22:01:04,0.0,51.6
2025-12-03 22:01:09,0.0,51.6
2025-12-03 22:01:14,0.0,51.6
2025-12-03 22:01:19,0.0,51.6
2025-12-03 22:01:25,0.0,51.6
2025-12-03 22:01:30,0.0,51.6
2025-12-03 22:01:35,0.0,51.6
2025-12-03 22:01:40,0.0,51.6
2025-12-03 22:01:45,0.0,51.6
2025-12-03 22:01:50,0.0,51.6
2025-12-03 22:01:55,16.6,51.6
2025-12-03 22:02:00,0.0,51.6
2025-12-03 22:02:05,0.0,51.6
2025-12-03 22:02:11,0.0,51.6
2025-12-03 22:02:16,0.0,51.6
2025-12-03 22:02:21,0.0,51.6
2025-12-03 22:02:26,0.0,51.6
2025-12-03 22:02:31,0.0,51.6
2025-12-03 22:02:36,0.0,51.6
2025-12-03 22:02:41,0.0,51.6
2025-12-03 22:02:46,0.0,51.7
2025-12-03 22:02:52,0.0,51.7
2025-12-03 22:02:57,0.0,51.7
2025-12-03 22:03:02,0.0,51.7
2025-12-03 22:03:07,0.0,51.7
2025-12-03 22:03:12,0.0,51.7
2025-12-03 22:03:17,0.0,51.7
2025-12-03 22:03:22,0.0,51.7
2025-12-03 22:03:30,0.0,49.8
2025-12-03 22:03:35,0.0,49.8
2025-12-03 22:03:40,0.0,50.8
2025-12-03 22:03:45,0.0,50.8
2025-12-03 22:03:50,16.6,51.0
2025-12-03 22:03:55,0.0,51.1
2025-12-03 22:04:01,0.0,51.3
2025-12-03 22:04:06,0.0,51.3
2025-12-03 22:04:11,0.0,51.3
2025-12-03 22:04:16,0.0,51.3
2025-12-03 22:04:21,0.0,51.3
2025-12-03 22:04:26,0.0,51.3
2025-12-03 22:04:31,0.0,51.3
2025-12-03 22:04:36,0.0,51.3
2025-12-03 22:04:41,0.0,51.3
2025-12-03 22:04:47,0.0,51.3
2025-12-03 22:04:52,0.0,51.3
2025-12-03 22:04:57,0.0,51.3
2025-12-03 22:05:02,14.2,51.3
2025-12-03 22:05:07,0.0,51.3
2025-12-03 22:05:12,0.0,51.3
2025-12-03 22:05:17,0.0,51.3
2025-12-03 22:05:22,0.0,51.3
2025-12-03 22:05:27,0.0,51.3
2025-12-03 22:05:33,0.0,51.4
2025-12-03 22:05:38,0.0,51.5
2025-12-03 22:05:43,0.0,51.6
2025-12-03 22:05:48,0.0,51.6
2025-12-03 22:05:53,0.0,51.6
2025-12-03 22:05:58,0.0,51.6
2025-12-03 22:06:03,0.0,51.6
2025-12-03 22:06:08,0.0,51.6
2025-12-03 22:06:13,0.0,51.6
2025-12-03 22:06:19,0.0,51.6
2025-12-03 22:06:24,0.0,51.6
2025-12-03 22:06:29,0.0,51.6
2025-12-03 22:06:34,0.0,51.6
2025-12-03 22:06:39,0.0,51.6
2025-12-03 22:06:44,0.0,51.6
2025-12-03 22:06:49,0.0,51.6
2025-12-03 22:06:54,0.0,51.6
2025-12-03 22:07:00,0.0,51.6
2025-12-03 22:07:05,0.0,51.6
2025-12-03 22:07:10,0.0,51.6
2025-12-03 22:07:15,0.0,51.6
2025-12-05 21:51:56,0.0,49.9
2025-12-05 21:52:01,0.0,49.9
2025-12-05 21:52:07,0.0,49.9
2025-12-05 21:53:03,0.0,50.9
2025-12-05 21:53:08,0.0,50.9
2025-12-05 21:57:37,0.0,49.7
2025-12-05 21:57:42,0.0,49.7
2025-12-05 21:57:47,0.0,49.7
2025-12-05 21:57:52,0.0,49.7
2025-12-05 21:57:57,0.0,49.7
2025-12-05 21:58:02,0.0,49.8
2025-12-05 21:58:07,0.0,50.9
2025-12-05 21:58:12,0.0,50.9
2025-12-05 21:58:17,0.0,51.0
2025-12-05 21:58:23,0.0,51.2
2025-12-05 21:58:28,0.0,51.2
2025-12-05 21:58:33,0.0,51.1
2025-12-05 21:58:38,0.0,51.2
2025-12-05 21:58:43,0.0,51.2
2025-12-05 21:58:48,0.0,51.2
2025-12-05 22:01:33,0.0,49.9
2025-12-05 22:01:38,0.0,49.9
2025-12-05 22:01:43,0.0,49.9
2025-12-05 22:01:48,0.0,49.9
2025-12-05 22:01:53,0.0,49.9
2025-12-05 22:01:59,0.0,50.0
2025-12-05 22:02:04,0.0,51.0
2025-12-05 22:02:09,0.0,51.0
2025-12-05 22:02:14,0.0,51.1
2025-12-05 22:02:19,0.0,51.1
2025-12-05 22:02:24,0.0,51.1
2025-12-05 22:03:27,0.0,49.9
2025-12-05 22:03:33,0.0,49.9
2025-12-05 22:03:38,0.0,49.9
2025-12-05 22:05:31,0.0,50.1
2025-12-05 22:05:36,0.0,50.1
2025-12-05 22:05:41,0.0,51.2
2025-12-05 22:05:46,0.0,51.2
2025-12-05 22:05:51,0.0,51.2
2025-12-05 22:12:38,0.0,50.1
2025-12-05 22:12:43,0.0,51.1
2025-12-05 22:12:48,0.0,51.1
2025-12-05 22:12:53,0.0,51.2
2025-12-05 22:12:58,0.0,51.3
2025-12-05 22:13:03,0.0,51.3
2025-12-05 22:13:09,0.0,51.3
2025-12-05 22:13:14,0.0,51.4
2025-12-05 22:13:19,0.0,51.4
2025-12-05 22:13:24,0.0,51.4
2025-12-05 22:13:29,0.0,51.4
2025-12-05 22:13:34,0.0,51.4
2025-12-05 22:15:07,215.0,52.6
2025-12-05 22:15:12,16.8,52.4
2025-12-05 22:15:17,57.3,52.6
2025-12-05 22:15:22,0.0,52.6
2025-12-05 22:15:27,0.0,52.6
2025-12-05 22:15:32,0.0,52.6
2025-12-05 22:15:38,0.0,52.6
2025-12-05 22:21:37,284.1,52.5
2025-12-05 22:21:42,49.9,52.5
2025-12-05 22:21:47,0.0,52.6
2025-12-05 22:21:52,16.6,52.6
2025-12-05 22:21:57,14.3,52.6
2025-12-05 22:22:02,16.6,52.7
2025-12-05 22:22:07,0.0,52.6
2025-12-05 22:22:13,0.0,52.6
2025-12-05 22:22:18,0.0,52.6
2025-12-05 22:22:23,0.0,52.6
2025-12-05 22:22:28,0.0,52.6
2025-12-05 22:22:33,0.0,52.6
2025-12-05 22:24:24,151.2,51.9
2025-12-05 22:24:29,56.8,52.7
2025-12-05 22:24:34,28.7,53.0
2025-12-05 22:24:39,16.6,53.1
2025-12-05 22:24:44,28.7,53.1
2025-12-05 22:24:49,14.3,53.1
2025-12-05 22:24:54,42.6,53.1
2025-12-05 22:24:59,0.0,53.0
2025-12-05 22:34:21,0.0,43.3
2025-12-05 22:34:26,0.0,43.3
2025-12-05 22:34:31,0.0,43.3
2025-12-05 22:34:36,0.0,43.3
2025-12-05 22:34:41,0.0,43.3
2025-12-05 22:34:46,0.0,43.2
2025-12-05 22:36:10,0.0,43.2
2025-12-05 22:36:15,0.0,43.2
2025-12-05 22:36:20,0.0,43.3
2025-12-05 22:36:25,0.0,43.3
2025-12-05 22:36:31,0.0,43.3
2025-12-05 22:36:36,0.0,43.3
2025-12-05 22:36:41,0.0,43.5
2025-12-05 22:36:46,0.0,43.5
2025-12-05 22:36:51,14.3,43.5
2025-12-05 22:36:56,0.0,43.4
2025-12-05 22:37:01,16.6,43.4
2025-12-05 22:37:16,0.0,42.9
2025-12-05 22:37:21,0.0,42.9
2025-12-05 22:37:26,0.0,42.8
2025-12-05 22:38:32,0.0,43.2
2025-12-05 22:38:37,114.7,44.7
2025-12-05 22:38:43,117.6,44.7
2025-12-05 22:38:48,66.5,44.8
2025-12-05 22:38:53,28.4,44.9
2025-12-05 22:38:58,100.3,44.9
2025-12-05 22:39:03,33.2,44.9
2025-12-05 22:39:08,0.0,44.9
2025-12-05 22:39:13,0.0,44.7
2025-12-05 22:39:18,0.0,44.7
2025-12-05 22:39:23,0.0,44.7
2025-12-05 22:44:56,0.0,43.0
2025-12-05 22:45:02,56.8,44.7
2025-12-05 22:45:07,67.2,44.1
2025-12-05 22:45:12,43.0,44.1
2025-12-05 22:45:17,33.2,44.3
2025-12-05 22:45:22,67.2,44.3
2025-12-05 22:45:27,83.1,44.3
2025-12-05 22:45:32,0.0,44.5
2025-12-05 22:45:37,0.0,44.5
2025-12-05 22:45:43,0.0,44.5
2025-12-05 22:45:48,0.0,44.5
2025-12-05 22:45:53,0.0,44.4
2025-12-05 22:45:58,0.0,44.4
2025-12-05 22:46:03,0.0,44.4
2025-12-05 22:46:08,0.0,44.4
2025-12-05 22:46:13,0.0,44.3
2025-12-05 23:04:55,50.4,44.6
2025-12-05 23:05:00,33.2,44.6
2025-12-05 23:05:05,28.4,44.6
2025-12-05 23:05:10,116.4,44.6
2025-12-05 23:05:15,99.7,44.6
2025-12-05 23:05:20,71.7,44.7
2025-12-05 23:05:25,0.0,44.7
2025-12-05 23:05:30,0.0,44.6
2025-12-05 23:08:56,28.4,44.8
2025-12-05 23:09:02,66.5,44.8
2025-12-05 23:09:07,99.4,44.8
2025-12-05 23:09:12,57.3,44.8
2025-12-05 23:09:17,66.5,44.8
2025-12-05 23:09:22,114.7,44.9
2025-12-05 23:09:27,0.0,44.9
2025-12-05 23:09:32,0.0,44.7
2025-12-05 23:09:37,0.0,44.7
2025-12-05 23:12:36,16.6,44.8
2025-12-05 23:12:41,99.7,44.8
2025-12-05 23:12:46,28.7,44.8
2025-12-05 23:12:51,42.6,44.8
2025-12-05 23:12:57,49.9,44.8
2025-12-05 23:13:02,14.2,44.9
2025-12-05 23:13:07,0.0,44.9
2025-12-05 23:13:12,0.0,44.9
2025-12-05 23:13:17,0.0,44.9
2025-12-05 23:13:22,0.0,44.9
2025-12-05 23:13:27,0.0,44.7
2025-12-05 23:13:32,0.0,44.7
2025-12-06 00:04:23,0.0,43.1
2025-12-06 00:04:28,0.0,43.1
2025-12-06 00:04:33,0.0,43.1
2025-12-06 00:04:39,0.0,43.0
2025-12-06 00:04:44,0.0,43.0
2025-12-06 00:04:58,0.0,43.1
2025-12-06 00:05:03,0.0,43.2
2025-12-06 00:05:09,0.0,43.1
2025-12-06 00:08:26,0.0,43.0
2025-12-06 00:08:31,86.0,44.5
2025-12-06 00:08:37,49.9,44.5
2025-12-06 00:08:42,42.6,44.5
2025-12-06 00:08:47,56.8,44.5
2025-12-06 00:08:52,116.4,44.5
2025-12-06 00:08:57,28.7,44.1
2025-12-06 00:09:02,0.0,44.2
2025-12-06 00:09:07,0.0,44.1
2025-12-06 00:12:38,0.0,43.0
2025-12-06 00:12:43,0.0,42.9
2025-12-06 00:13:03,0.0,43.2
2025-12-06 00:13:08,0.0,43.2
2025-12-06 00:13:13,0.0,43.2
2025-12-06 00:13:18,0.0,43.1
2025-12-06 00:14:19,0.0,43.1
2025-12-06 00:14:24,83.1,44.7
2025-12-06 00:14:29,99.4,44.7
2025-12-06 00:14:34,100.3,44.7
2025-12-06 00:14:39,99.7,44.7
2025-12-06 00:14:44,85.2,44.7
2025-12-06 00:14:49,67.2,44.8
2025-12-06 00:14:54,0.0,44.7
2025-12-06 00:15:00,0.0,44.7
2025-12-06 00:15:05,0.0,44.7
2025-12-06 00:15:10,0.0,44.7
2025-12-06 00:15:15,0.0,44.5
2025-12-06 14:20:13,0.0,42.3
2025-12-06 14:20:19,0.0,42.3
2025-12-06 14:20:24,0.0,42.3
2025-12-06 14:20:29,0.0,42.3
2025-12-06 14:20:34,0.0,42.3
2025-12-06 14:20:39,0.0,42.3
2025-12-06 14:20:44,0.0,42.3
2025-12-06 14:20:49,0.0,42.3
2025-12-06 14:20:54,0.0,42.3
2025-12-06 14:20:59,0.0,42.3
2025-12-06 14:21:05,0.0,42.3
2025-12-06 14:21:10,0.0,42.3
2025-12-06 14:21:15,0.0,42.3
2025-12-06 14:21:20,0.0,42.3
2025-12-06 14:21:25,0.0,42.3
2025-12-06 14:21:30,0.0,42.3
2025-12-06 14:26:27,0.0,43.3
2025-12-06 14:26:33,0.0,43.3
2025-12-06 14:26:38,0.0,43.3
2025-12-06 14:26:43,0.0,43.3
2025-12-06 14:26:48,0.0,43.3
2025-12-06 14:26:53,0.0,43.4
2025-12-06 14:26:58,0.0,43.4
2025-12-06 14:27:03,0.0,43.3
2025-12-06 14:29:10,0.0,43.1
2025-12-06 14:29:15,0.0,43.1
2025-12-06 14:29:20,0.0,43.6
2025-12-06 14:29:25,0.0,43.6
2025-12-06 14:29:30,0.0,43.8
2025-12-06 14:29:35,99.7,43.8
2025-12-06 14:29:40,0.0,43.9
2025-12-06 14:29:45,0.0,43.9
2025-12-06 14:29:50,0.0,43.9
2025-12-06 14:29:56,0.0,43.9
2025-12-06 14:30:01,0.0,44.0
2025-12-06 14:30:06,84.0,44.0
2025-12-06 14:30:11,0.0,44.1
2025-12-06 14:30:16,0.0,44.1
2025-12-06 14:30:21,0.0,44.1
2025-12-06 14:30:26,0.0,44.1
2025-12-06 14:30:31,0.0,44.0
2025-12-07 16:24:45,16.6,45.5
2025-12-07 16:24:50,28.7,44.6
2025-12-07 16:24:55,16.6,44.6
2025-12-07 16:25:00,83.1,44.6
2025-12-07 16:25:05,0.0,44.6
2025-12-07 16:25:11,0.0,44.7
2025-12-07 16:25:16,0.0,44.8
2025-12-07 16:25:21,14.3,44.8
2025-12-07 16:25:26,0.0,44.8
2025-12-07 16:25:31,0.0,44.8
2025-12-07 16:25:36,0.0,44.8
2025-12-07 16:25:41,0.0,44.7
2025-12-07 16:25:46,0.0,44.6
2025-12-07 16:28:22,415.6,44.2
2025-12-07 16:28:27,0.0,44.5
2025-12-07 16:28:32,0.0,44.5
2025-12-07 16:28:37,0.0,44.5
2025-12-07 16:28:42,33.2,44.5
2025-12-07 16:28:47,16.8,44.5
2025-12-07 16:28:52,14.3,44.5
2025-12-07 16:28:58,0.0,44.6
2025-12-07 16:29:03,0.0,44.6
2025-12-07 16:29:08,16.8,44.6
2025-12-07 16:29:13,0.0,44.5
2025-12-07 18:45:10,0.0,43.0
2025-12-07 18:45:15,42.6,45.0
2025-12-07 18:45:20,42.6,44.4
2025-12-07 18:45:25,16.8,44.5
2025-12-07 18:45:30,43.0,44.4
2025-12-07 18:45:35,14.2,44.5
2025-12-07 18:45:41,56.8,44.5
2025-12-07 18:45:46,0.0,44.6
2025-12-07 18:45:51,0.0,44.5
2025-12-09 11:07:02,0.0,42.2
2025-12-09 11:07:07,0.0,42.2
2025-12-09 11:07:12,0.0,42.2
2025-12-09 11:07:17,0.0,42.2
2025-12-09 11:07:22,0.0,42.2
2025-12-09 11:07:30,0.0,42.2
2025-12-09 11:07:35,0.0,42.2
2025-12-09 11:07:40,0.0,42.2
2025-12-09 11:07:45,0.0,42.2
2025-12-09 11:07:51,0.0,42.2
2025-12-09 11:09:35,0.0,42.4
2025-12-09 11:09:40,0.0,42.4
2025-12-09 11:09:45,0.0,42.4
2025-12-09 11:09:50,0.0,42.4
2025-12-09 11:09:55,0.0,42.4
